customer_id,name,age,gender,city,income,purchase_count,total_spend,preferred_category,satisfaction
C0304,Customer_0304,33.0,Female,Hyderabad,71061.0,4.0,3881.55,Clothing,Low
C0305,Customer_0305,62.0,Female,Chennai,65560.0,8.0,13411.56,Home,Low
C0306,Customer_0306,59.0,Female,Mumbai,67258.0,11.0,28780.85,Clothing,Medium
C0307,Customer_0307,61.0,Female,Pune,50594.0,2.0,3421.24,Grocery,Medium
C0308,Customer_0308,19.0,Female,Mumbai,34705.0,5.0,6424.6,Grocery,Medium
C0309,Customer_0309,52.0,Male,Mumbai,46951.0,10.0,15596.47,Sports,Medium
C0310,Customer_0310,59.0,Female,Pune,44451.0,4.0,8141.81,Sports,High
C0311,Customer_0311,51.0,Female,Delhi,53555.0,8.0,16668.33,Clothing,Medium
C0312,Customer_0312,47.0,Female,Chennai,74679.0,4.0,11656.4,Electronics,Medium
C0313,Customer_0313,30.0,Male,Hyderabad,31387.0,3.0,8476.24,Home,High
C0314,Customer_0314,30.0,Male,Bengaluru,57597.0,6.0,12200.45,Electronics,Low
C0315,Customer_0315,42.195744680851064,Male,Hyderabad,35859.0,7.0,21583.11,Clothing,High
C0316,Customer_0316,49.0,Male,Bengaluru,41679.0,4.0,4433.76,Clothing,Medium
C0317,Customer_0317,49.0,Female,Hyderabad,65057.0,7.0,10426.18,Electronics,Medium
C0318,Customer_0318,52.0,Female,Pune,33581.0,4.0,12142.15,Home,Medium
C0319,Customer_0319,56.0,Male,Chennai,68216.0,3.0,5461.75,Electronics,High
C0320,Customer_0320,63.0,Female,Bengaluru,30661.0,4.0,13796.76,Sports,Medium
C0321,Customer_0321,46.0,Female,Delhi,67006.0,6.0,12353.3,Grocery,Medium
C0322,Customer_0322,46.0,Male,Hyderabad,27108.0,6.0,17629.36,Sports,High
C0323,Customer_0323,61.0,Male,Hyderabad,43879.0,8.0,15089.83,Grocery,Medium
C0324,Customer_0324,33.0,Male,Bengaluru,89137.0,7.0,13631.62,Sports,Medium
C0325,Customer_0325,61.0,Male,Delhi,85754.0,2.0,3667.57,Home,Medium
C0326,Customer_0326,64.0,Male,Delhi,47575.0,6.0,16449.03,Electronics,High
C0327,Customer_0327,27.0,Male,Pune,62019.0,4.0,9113.19,Home,Low
C0328,Customer_0328,47.0,Male,Pune,76673.0,2.0,6696.4,Electronics,Low
C0329,Customer_0329,42.0,Male,Pune,67263.0,9.0,13296.63,Sports,Medium
C0330,Customer_0330,56.0,Female,Pune,50078.0,5.0,5357.6,Sports,Medium
C0331,Customer_0331,37.0,Male,Pune,41525.0,3.0,5585.42,Electronics,High
C0332,Customer_0332,22.0,Female,Bengaluru,70626.0,2.0,4930.25,Home,High
C0333,Customer_0333,18.0,Male,Chennai,75353.0,6.0,18744.94,Electronics,High
C0334,Customer_0334,47.0,Other,Delhi,85883.0,3.0,5204.19,Clothing,High
C0335,Customer_0335,20.0,Male,Pune,56395.87368421053,6.0,15391.35,Sports,Medium
C0336,Customer_0336,62.0,Male,Delhi,32444.0,5.0,8727.68,Clothing,Low
C0337,Customer_0337,31.0,Other,Delhi,75915.0,2.0,4932.99,Sports,High
C0338,Customer_0338,47.0,Female,Mumbai,27072.0,7.0,22322.87,Sports,Medium
C0339,Customer_0339,21.0,Female,Chennai,77294.0,6.0,8547.99,Grocery,Medium
C0340,Customer_0340,35.0,Male,Pune,51131.0,5.0,9457.26,Clothing,High
C0341,Customer_0341,54.0,Male,Hyderabad,56395.87368421053,8.0,27854.53,Clothing,Medium
C0342,Customer_0342,42.0,Female,Bengaluru,58698.0,3.0,9435.31,Grocery,High
C0343,Customer_0343,18.0,Female,Hyderabad,56395.87368421053,5.0,11622.64,Home,Medium
C0344,Customer_0344,63.0,Female,Chennai,69832.0,5.0,10974.47,Clothing,Medium
C0345,Customer_0345,32.0,Female,Bengaluru,85413.0,4.0,6273.68,Electronics,Low
C0346,Customer_0346,42.195744680851064,Female,Chennai,70670.0,3.0,6589.4,Grocery,Medium
C0347,Customer_0347,32.0,Female,Delhi,50563.0,3.0,9270.27,Clothing,High
C0348,Customer_0348,41.0,Male,Bengaluru,27315.0,5.0,13249.86,Home,Medium
C0349,Customer_0349,21.0,Male,Delhi,28007.0,5.0,7915.59,Clothing,Medium
C0350,Customer_0350,29.0,Male,Hyderabad,31066.0,6.0,8063.72,Sports,Low
C0351,Customer_0351,54.0,Female,Hyderabad,54779.0,6.0,9096.38,Electronics,Low
C0352,Customer_0352,54.0,Male,Bengaluru,56395.87368421053,6.0,7550.1,Grocery,Medium
C0353,Customer_0353,60.0,Male,Bengaluru,70632.0,6.0,6349.38,Sports,High
C0354,Customer_0354,23.0,Female,Pune,22671.0,7.0,13521.67,Home,Medium
C0355,Customer_0355,56.0,Male,Chennai,78602.0,2.0,2211.82,Sports,High
C0356,Customer_0356,63.0,Female,Pune,67499.0,5.0,6320.82,Sports,High
C0357,Customer_0357,41.0,Male,Chennai,49117.0,3.0,6833.33,Sports,Medium
C0358,Customer_0358,28.0,Female,Pune,33584.0,1.0,1244.42,Sports,Medium
C0359,Customer_0359,30.0,Female,Delhi,77485.0,8.0,7779.8,Grocery,High
C0360,Customer_0360,51.0,Male,Bengaluru,49598.0,0.0,0.0,Clothing,Medium
C0361,Customer_0361,42.0,Male,Hyderabad,54640.0,4.0,5579.45,Sports,Medium
C0362,Customer_0362,24.0,Male,Chennai,61905.0,3.0,6573.97,Grocery,Low
C0363,Customer_0363,21.0,Male,Chennai,38562.0,3.0,3229.17,Clothing,High
C0364,Customer_0364,25.0,Female,Hyderabad,49921.0,2.0,5659.56,Clothing,High
C0365,Customer_0365,37.0,Male,Pune,70576.0,3.0,9740.49,Sports,High
C0366,Customer_0366,46.0,Female,Chennai,68754.0,8.0,22458.2,Grocery,Low
C0367,Customer_0367,62.0,Male,Delhi,68916.0,6.0,13431.8,Sports,Medium
C0368,Customer_0368,63.0,Female,Bengaluru,34207.0,4.0,12495.21,Home,Low
C0369,Customer_0369,42.195744680851064,Female,Hyderabad,50742.0,6.0,16057.68,Clothing,Low
C0370,Customer_0370,60.0,Female,Bengaluru,47865.0,5.0,4142.44,Sports,Medium
C0371,Customer_0371,51.0,Male,Chennai,62653.0,1.0,1864.04,Clothing,High
C0372,Customer_0372,43.0,Male,Chennai,61042.0,3.0,9292.71,Grocery,High
C0373,Customer_0373,58.0,Male,Hyderabad,57798.0,3.0,5201.46,Electronics,Medium
C0374,Customer_0374,42.195744680851064,Female,Delhi,56395.87368421053,3.0,2685.24,Sports,Low
C0375,Customer_0375,23.0,Female,Mumbai,49765.0,9.0,25332.17,Sports,Medium
C0376,Customer_0376,22.0,Other,Hyderabad,47659.0,2.0,5931.01,Clothing,Medium
C0377,Customer_0377,22.0,Male,Mumbai,34179.0,3.0,3700.81,Grocery,High
C0378,Customer_0378,64.0,Female,Pune,27319.0,5.0,11254.1,Home,High
C0379,Customer_0379,40.0,Female,Mumbai,33034.0,4.0,5273.12,Sports,Medium
C0380,Customer_0380,26.0,Male,Delhi,42064.0,3.0,8225.8,Sports,Medium
C0381,Customer_0381,52.0,Male,Pune,78581.0,3.0,4599.56,Home,Low
C0382,Customer_0382,37.0,Female,Mumbai,55705.0,0.0,0.0,Grocery,Medium
C0383,Customer_0383,59.0,Female,Pune,58480.0,2.0,6162.84,Electronics,Medium
C0384,Customer_0384,52.0,Female,Mumbai,53267.0,7.0,14602.49,Clothing,Low
C0385,Customer_0385,35.0,Male,Delhi,61575.0,4.0,10433.35,Grocery,Medium
C0386,Customer_0386,34.0,Female,Mumbai,80237.0,3.0,5659.22,Grocery,High
C0387,Customer_0387,41.0,Male,Mumbai,19109.0,11.0,17650.8,Electronics,Medium
C0388,Customer_0388,20.0,Male,Mumbai,76930.0,2.0,4977.58,Sports,Low
C0389,Customer_0389,42.195744680851064,Male,Hyderabad,15000.0,6.0,7308.69,Clothing,Medium
C0390,Customer_0390,52.0,Female,Hyderabad,55508.0,11.0,19878.1,Sports,Medium
C0391,Customer_0391,55.0,Female,Hyderabad,94454.0,3.0,4093.2,Home,Medium
C0392,Customer_0392,30.0,Female,Delhi,67252.0,5.0,13393.23,Grocery,Medium
C0393,Customer_0393,64.0,Male,Pune,61715.0,6.0,20096.18,Clothing,Medium
C0394,Customer_0394,42.0,Female,Chennai,91035.0,4.0,13951.52,Grocery,Medium
C0395,Customer_0395,26.0,Male,Mumbai,42345.0,3.0,6047.24,Sports,High
C0396,Customer_0396,21.0,Female,Bengaluru,62811.0,10.0,14818.32,Grocery,Medium
C0397,Customer_0397,31.0,Male,Delhi,65406.0,2.0,3991.28,Grocery,High
C0398,Customer_0398,54.0,Male,Mumbai,45597.0,4.0,12350.51,Home,Medium
C0399,Customer_0399,51.0,Male,Hyderabad,47186.0,7.0,9493.51,Electronics,Low
C0400,Customer_0400,28.0,Male,Chennai,45212.0,6.0,20223.95,Electronics,Medium
C0401,Customer_0401,58.0,Female,Bengaluru,56572.0,7.0,12061.26,Grocery,Medium
C0402,Customer_0402,20.0,Female,Mumbai,64840.0,5.0,17308.35,Home,High
C0403,Customer_0403,45.0,Male,Hyderabad,57218.0,7.0,21449.71,Grocery,High
C0404,Customer_0404,46.0,Female,Bengaluru,67770.0,1.0,2983.14,Grocery,High
C0405,Customer_0405,26.0,Male,Chennai,19555.0,6.0,9950.06,Clothing,High
C0406,Customer_0406,20.0,Female,Bengaluru,51071.0,5.0,4118.49,Clothing,Medium
C0407,Customer_0407,42.0,Female,Hyderabad,36578.0,15.0,27476.38,Home,Medium
C0408,Customer_0408,51.0,Female,Pune,60431.0,6.0,9689.31,Sports,Medium
C0409,Customer_0409,29.0,Male,Pune,60165.0,3.0,2702.92,Clothing,High
C0410,Customer_0410,59.0,Female,Bengaluru,52919.0,2.0,4328.97,Sports,High
C0411,Customer_0411,26.0,Female,Delhi,56395.87368421053,5.0,9440.92,Electronics,Low
C0412,Customer_0412,32.0,Male,Bengaluru,72961.0,7.0,17593.12,Clothing,High
C0413,Customer_0413,57.0,Male,Mumbai,53911.0,3.0,7431.61,Clothing,Medium
C0414,Customer_0414,42.0,Female,Mumbai,36069.0,3.0,3378.05,Home,Medium
C0415,Customer_0415,22.0,Female,Pune,26537.0,4.0,13751.23,Sports,Medium
C0416,Customer_0416,28.0,Female,Delhi,55650.0,2.0,2609.43,Clothing,Medium
C0417,Customer_0417,51.0,Female,Bengaluru,59354.0,3.0,6006.72,Clothing,High
C0418,Customer_0418,41.0,Female,Mumbai,37549.0,5.0,10589.59,Home,Medium
C0419,Customer_0419,32.0,Male,Pune,68064.0,7.0,20966.89,Sports,Low
C0420,Customer_0420,55.0,Male,Chennai,46739.0,5.0,5339.6,Sports,Medium
C0421,Customer_0421,25.0,Male,Pune,25184.0,7.0,13701.38,Electronics,Medium
C0422,Customer_0422,22.0,Female,Mumbai,77616.0,2.0,4993.91,Electronics,Medium
C0423,Customer_0423,43.0,Male,Mumbai,75592.0,6.0,8285.52,Grocery,Medium
C0424,Customer_0424,35.0,Female,Pune,18719.0,4.0,9976.65,Clothing,Medium
C0425,Customer_0425,23.0,Female,Hyderabad,44873.0,2.0,6587.79,Sports,Medium
C0426,Customer_0426,54.0,Female,Bengaluru,44171.0,6.0,20959.79,Clothing,Medium
C0427,Customer_0427,30.0,Male,Mumbai,84511.0,3.0,2662.85,Sports,High
C0428,Customer_0428,45.0,Female,Pune,53213.0,3.0,4308.26,Sports,Low
C0429,Customer_0429,22.0,Male,Pune,56395.87368421053,4.0,6551.32,Sports,Medium
C0430,Customer_0430,30.0,Female,Delhi,70878.0,4.0,7510.56,Clothing,Medium
C0431,Customer_0431,34.0,Male,Bengaluru,32846.0,5.0,7270.47,Home,Medium
C0432,Customer_0432,57.0,Male,Chennai,50314.0,4.0,5397.67,Clothing,Medium
C0433,Customer_0433,62.0,Female,Hyderabad,41144.0,6.0,20263.77,Sports,High
C0434,Customer_0434,49.0,Female,Chennai,44912.0,4.0,13120.03,Grocery,High
C0435,Customer_0435,42.195744680851064,Male,Bengaluru,71871.0,7.0,6488.16,Electronics,High
C0436,Customer_0436,20.0,Female,Bengaluru,82384.0,9.0,15433.16,Sports,Medium
C0437,Customer_0437,57.0,Female,Bengaluru,32061.0,3.0,5681.7,Grocery,Medium
C0438,Customer_0438,51.0,Female,Chennai,66269.0,4.0,5781.36,Home,High
C0439,Customer_0439,57.0,Female,Bengaluru,41810.0,3.0,7493.87,Sports,Medium
C0440,Customer_0440,44.0,Female,Pune,42370.0,4.0,10116.11,Grocery,Medium
C0441,Customer_0441,30.0,Male,Chennai,63831.0,5.0,15481.81,Sports,High
C0442,Customer_0442,62.0,Male,Bengaluru,36498.0,2.0,5600.69,Clothing,Medium
C0443,Customer_0443,50.0,Male,Pune,63471.0,5.0,11324.74,Grocery,Medium
C0444,Customer_0444,23.0,Female,Delhi,56395.87368421053,10.0,25646.84,Clothing,Medium
C0445,Customer_0445,41.0,Female,Bengaluru,47214.0,5.0,7698.85,Clothing,Medium
C0446,Customer_0446,36.0,Male,Chennai,78887.0,5.0,12006.26,Grocery,Medium
C0447,Customer_0447,33.0,Male,Mumbai,32089.0,7.0,14846.4,Electronics,Medium
C0448,Customer_0448,57.0,Female,Bengaluru,79217.0,5.0,5800.15,Grocery,Low
C0449,Customer_0449,45.0,Male,Mumbai,20008.0,7.0,10184.09,Electronics,Low
C0450,Customer_0450,50.0,Female,Pune,103595.0,3.0,4762.72,Sports,Medium
C0451,Customer_0451,58.0,Female,Delhi,47688.0,3.0,9886.91,Sports,High
C0452,Customer_0452,30.0,Female,Hyderabad,34078.0,6.0,8532.26,Grocery,Medium
C0453,Customer_0453,60.0,Male,Delhi,50812.0,4.0,6323.83,Sports,Low
C0454,Customer_0454,62.0,Female,Bengaluru,36163.0,4.0,7189.02,Home,Low
C0455,Customer_0455,42.0,Female,Mumbai,61965.0,2.0,5184.21,Clothing,High
C0456,Customer_0456,59.0,Female,Mumbai,79618.0,2.0,2238.49,Clothing,Medium
C0457,Customer_0457,53.0,Female,Chennai,37118.0,3.0,10126.96,Electronics,Medium
C0458,Customer_0458,44.0,Female,Mumbai,65429.0,4.0,12548.17,Sports,Low
C0459,Customer_0459,55.0,Female,Chennai,27411.0,6.0,14150.9,Electronics,High
C0460,Customer_0460,24.0,Male,Pune,73593.0,4.0,10479.61,Sports,Medium
C0461,Customer_0461,22.0,Female,Hyderabad,62492.0,5.0,4224.92,Clothing,Medium
C0462,Customer_0462,60.0,Female,Bengaluru,74371.0,4.0,6860.6,Sports,Low
C0463,Customer_0463,62.0,Male,Chennai,52798.0,5.0,14741.41,Home,Medium
C0464,Customer_0464,48.0,Female,Hyderabad,47167.0,8.0,8073.63,Home,High
C0465,Customer_0465,40.0,Female,Mumbai,69690.0,4.0,6248.99,Sports,High
C0466,Customer_0466,59.0,Female,Mumbai,31455.0,2.0,4760.6,Sports,Medium
C0467,Customer_0467,27.0,Male,Hyderabad,23629.0,2.0,2984.63,Electronics,High
C0468,Customer_0468,49.0,Male,Mumbai,54911.0,3.0,9965.22,Sports,Low
C0469,Customer_0469,60.0,Other,Pune,47987.0,6.0,6923.15,Home,Medium
C0470,Customer_0470,47.0,Female,Pune,64969.0,4.0,11811.86,Sports,Medium
C0471,Customer_0471,56.0,Male,Hyderabad,74648.0,3.0,6514.38,Electronics,Medium
C0472,Customer_0472,48.0,Female,Chennai,64594.0,4.0,11303.57,Electronics,High
C0473,Customer_0473,35.0,Female,Chennai,73214.0,3.0,4916.79,Electronics,Medium
C0474,Customer_0474,53.0,Female,Hyderabad,60779.0,8.0,17512.98,Electronics,Medium
C0475,Customer_0475,42.195744680851064,Female,Chennai,63903.0,4.0,12453.82,Grocery,Medium
C0476,Customer_0476,31.0,Male,Chennai,52900.0,8.0,16484.57,Sports,Medium
C0477,Customer_0477,30.0,Male,Pune,63371.0,4.0,7084.97,Clothing,Medium
C0478,Customer_0478,46.0,Male,Chennai,58000.0,4.0,8990.48,Sports,Low
C0479,Customer_0479,29.0,Female,Delhi,60853.0,1.0,2736.88,Grocery,High
C0480,Customer_0480,56.0,Male,Bengaluru,51999.0,3.0,5992.86,Electronics,Medium
C0481,Customer_0481,19.0,Male,Mumbai,69561.0,8.0,26679.74,Grocery,Medium
C0482,Customer_0482,42.195744680851064,Male,Delhi,42212.0,6.0,9578.12,Home,High
C0483,Customer_0483,30.0,Female,Chennai,54670.0,6.0,12502.51,Home,High
C0484,Customer_0484,63.0,Female,Pune,78612.0,9.0,25593.34,Sports,Low
C0485,Customer_0485,44.0,Male,Hyderabad,37923.0,4.0,10642.51,Sports,High
C0486,Customer_0486,58.0,Male,Chennai,16087.0,3.0,9395.49,Clothing,Low
C0487,Customer_0487,34.0,Female,Pune,61596.0,8.0,27931.08,Clothing,Low
C0488,Customer_0488,57.0,Male,Bengaluru,50375.0,3.0,5857.55,Home,Medium
C0489,Customer_0489,48.0,Male,Bengaluru,73196.0,2.0,2200.21,Sports,High
C0490,Customer_0490,51.0,Male,Hyderabad,52651.0,2.0,1764.25,Grocery,Medium
C0491,Customer_0491,41.0,Male,Pune,44122.0,7.0,19337.97,Clothing,Medium
C0492,Customer_0492,62.0,Male,Bengaluru,53635.0,5.0,15799.18,Clothing,Medium
C0493,Customer_0493,52.0,Female,Pune,74675.0,6.0,8375.54,Electronics,High
C0494,Customer_0494,23.0,Male,Bengaluru,65357.0,5.0,6139.05,Electronics,Medium
C0495,Customer_0495,36.0,Female,Chennai,15000.0,9.0,8711.58,Sports,Medium
C0496,Customer_0496,42.195744680851064,Male,Bengaluru,58344.0,4.0,12085.19,Grocery,Medium
C0497,Customer_0497,24.0,Female,Mumbai,59244.0,5.0,8203.66,Electronics,High
C0498,Customer_0498,27.0,Female,Mumbai,54672.0,7.0,13192.07,Clothing,High
C0499,Customer_0499,58.0,Male,Chennai,44004.0,3.0,6472.28,Clothing,Medium
C0500,Customer_0500,42.195744680851064,Female,Bengaluru,76502.0,8.0,24532.19,Home,Medium
